1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.9891717110305724,0.9872243758694684,0.9885551728599034,0.9867032081973266,0.9883228139862711,0.9870542327876265,0.9873852100627986,0.9885086922509189,0.9853285710819165,0.9874807540762788,0.9883959542990901,0.9878703220440703,0.9880853269993938,0.9870542954153857,0.9861319049642094,0.9876811273662075,0.985023270751017,0.9828223826664405,0.9863274663004723,0.979876112086763,0.9868380766585415,0.9868501063705412,0.9876086900952693,0.9881683078023527,0.9861030733976127,0.986337676991073,0.986952210364275,0.9871558742272782,0.9864310007014507,0.9857458919371678
